,Sector,Date,Close
0,Communication Services,2015-01-02 00:00:00-05:00,43.414000797271726
1,Communication Services,2015-01-05 00:00:00-05:00,42.425812339782716
2,Communication Services,2015-01-06 00:00:00-05:00,41.84384818077088
3,Communication Services,2015-01-07 00:00:00-05:00,42.00499129295349
4,Communication Services,2015-01-08 00:00:00-05:00,42.953138160705564
5,Communication Services,2015-01-09 00:00:00-05:00,42.75869154930115
6,Communication Services,2015-01-12 00:00:00-05:00,42.67835311889648
7,Communication Services,2015-01-13 00:00:00-05:00,42.83506045341492
8,Communication Services,2015-01-14 00:00:00-05:00,42.38504281044006
9,Communication Services,2015-01-15 00:00:00-05:00,42.31432585716247
10,Communication Services,2015-01-16 00:00:00-05:00,42.987626457214354
11,Communication Services,2015-01-20 00:00:00-05:00,42.7384006023407
12,Communication Services,2015-01-21 00:00:00-05:00,43.335833644866945
13,Communication Services,2015-01-22 00:00:00-05:00,44.181366729736325
14,Communication Services,2015-01-23 00:00:00-05:00,44.11955442428589
15,Communication Services,2015-01-26 00:00:00-05:00,44.217908239364625
16,Communication Services,2015-01-27 00:00:00-05:00,43.776962232589725
17,Communication Services,2015-01-28 00:00:00-05:00,43.29261298179627
18,Communication Services,2015-01-29 00:00:00-05:00,43.517483377456664
19,Communication Services,2015-01-30 00:00:00-05:00,43.11489963531494
20,Communication Services,2015-02-02 00:00:00-05:00,43.643479108810425
21,Communication Services,2015-02-03 00:00:00-05:00,44.59363946914673
22,Communication Services,2015-02-04 00:00:00-05:00,45.09076819419861
23,Communication Services,2015-02-05 00:00:00-05:00,45.915697526931766
24,Communication Services,2015-02-06 00:00:00-05:00,45.832346725463864
25,Communication Services,2015-02-09 00:00:00-05:00,45.808365154266355
26,Communication Services,2015-02-10 00:00:00-05:00,46.264134883880615
27,Communication Services,2015-02-11 00:00:00-05:00,46.250325965881345
28,Communication Services,2015-02-12 00:00:00-05:00,46.6791392326355
29,Communication Services,2015-02-13 00:00:00-05:00,47.077445316314694
30,Communication Services,2015-02-17 00:00:00-05:00,47.00846138000488
31,Communication Services,2015-02-18 00:00:00-05:00,46.7687050819397
32,Communication Services,2015-02-19 00:00:00-05:00,46.838037109375
33,Communication Services,2015-02-20 00:00:00-05:00,47.055862236022946
34,Communication Services,2015-02-23 00:00:00-05:00,46.88673076629639
35,Communication Services,2015-02-24 00:00:00-05:00,47.14197034835816
36,Communication Services,2015-02-25 00:00:00-05:00,47.55736227035523
37,Communication Services,2015-02-26 00:00:00-05:00,47.62833681106567
38,Communication Services,2015-02-27 00:00:00-05:00,47.37169618606568
39,Communication Services,2015-03-02 00:00:00-05:00,48.0036940574646
40,Communication Services,2015-03-03 00:00:00-05:00,47.87527580261231
41,Communication Services,2015-03-04 00:00:00-05:00,47.57400493621826
42,Communication Services,2015-03-05 00:00:00-05:00,47.47734804153443
43,Communication Services,2015-03-06 00:00:00-05:00,46.956037521362305
44,Communication Services,2015-03-09 00:00:00-04:00,47.03803176879883
45,Communication Services,2015-03-10 00:00:00-04:00,46.094997310638426
46,Communication Services,2015-03-11 00:00:00-04:00,46.14065141677857
47,Communication Services,2015-03-12 00:00:00-04:00,47.29457817077637
48,Communication Services,2015-03-13 00:00:00-04:00,46.921480655670166
49,Communication Services,2015-03-16 00:00:00-04:00,47.12198247909546
50,Communication Services,2015-03-17 00:00:00-04:00,46.751704692840576
51,Communication Services,2015-03-18 00:00:00-04:00,47.250511169433594
52,Communication Services,2015-03-19 00:00:00-04:00,47.07865648269653
53,Communication Services,2015-03-20 00:00:00-04:00,47.310398483276366
54,Communication Services,2015-03-23 00:00:00-04:00,47.24565200805664
55,Communication Services,2015-03-24 00:00:00-04:00,47.157200241088866
56,Communication Services,2015-03-25 00:00:00-04:00,46.16371545791626
57,Communication Services,2015-03-26 00:00:00-04:00,45.95457439422607
58,Communication Services,2015-03-27 00:00:00-04:00,46.00141806602478
59,Communication Services,2015-03-30 00:00:00-04:00,46.470440578460696
60,Communication Services,2015-03-31 00:00:00-04:00,46.694918966293336
61,Communication Services,2015-04-01 00:00:00-04:00,46.47371892929077
62,Communication Services,2015-04-02 00:00:00-04:00,46.72901678085327
63,Communication Services,2015-04-06 00:00:00-04:00,47.00470962524414
64,Communication Services,2015-04-07 00:00:00-04:00,46.77815184593201
65,Communication Services,2015-04-08 00:00:00-04:00,47.161332273483275
66,Communication Services,2015-04-09 00:00:00-04:00,47.085329627990724
67,Communication Services,2015-04-10 00:00:00-04:00,47.33958883285523
68,Communication Services,2015-04-13 00:00:00-04:00,47.050434827804565
69,Communication Services,2015-04-14 00:00:00-04:00,47.14879713058472
70,Communication Services,2015-04-15 00:00:00-04:00,47.13644032478332
71,Communication Services,2015-04-16 00:00:00-04:00,47.77323417663574
72,Communication Services,2015-04-17 00:00:00-04:00,47.24274463653565
73,Communication Services,2015-04-20 00:00:00-04:00,47.44579601287842
74,Communication Services,2015-04-21 00:00:00-04:00,47.673365688323976
75,Communication Services,2015-04-22 00:00:00-04:00,47.80908236503601
76,Communication Services,2015-04-23 00:00:00-04:00,47.95902490615845
77,Communication Services,2015-04-24 00:00:00-04:00,48.19135231971741
78,Communication Services,2015-04-27 00:00:00-04:00,47.94974446296692
79,Communication Services,2015-04-28 00:00:00-04:00,47.82472143173218
80,Communication Services,2015-04-29 00:00:00-04:00,48.00856385231018
81,Communication Services,2015-04-30 00:00:00-04:00,47.51429114341736
82,Communication Services,2015-05-01 00:00:00-04:00,48.00680685043335
83,Communication Services,2015-05-04 00:00:00-04:00,48.12411127090454
84,Communication Services,2015-05-05 00:00:00-04:00,47.73920078277588
85,Communication Services,2015-05-06 00:00:00-04:00,47.35886468887329
86,Communication Services,2015-05-07 00:00:00-04:00,47.44466118812561
87,Communication Services,2015-05-08 00:00:00-04:00,47.78835577964783
88,Communication Services,2015-05-11 00:00:00-04:00,47.6787230014801
89,Communication Services,2015-05-12 00:00:00-04:00,47.485870933532716
90,Communication Services,2015-05-13 00:00:00-04:00,47.34718236923218
91,Communication Services,2015-05-14 00:00:00-04:00,47.721151161193845
92,Communication Services,2015-05-15 00:00:00-04:00,48.27262334823608
93,Communication Services,2015-05-18 00:00:00-04:00,48.36505384445191
94,Communication Services,2015-05-19 00:00:00-04:00,48.49798998832703
95,Communication Services,2015-05-20 00:00:00-04:00,48.33870606422424
96,Communication Services,2015-05-21 00:00:00-04:00,48.593011951446535
97,Communication Services,2015-05-22 00:00:00-04:00,48.336506605148315
98,Communication Services,2015-05-26 00:00:00-04:00,48.4439935207367
99,Communication Services,2015-05-27 00:00:00-04:00,48.82027235031128
100,Communication Services,2015-05-28 00:00:00-04:00,48.60666399002075
101,Communication Services,2015-05-29 00:00:00-04:00,48.527843427658084
102,Communication Services,2015-06-01 00:00:00-04:00,48.65957736968994
103,Communication Services,2015-06-02 00:00:00-04:00,48.511570644378665
104,Communication Services,2015-06-03 00:00:00-04:00,48.38946723937988
105,Communication Services,2015-06-04 00:00:00-04:00,48.33940739631653
106,Communication Services,2015-06-05 00:00:00-04:00,48.53143200874329
107,Communication Services,2015-06-08 00:00:00-04:00,47.97389192581177
108,Communication Services,2015-06-09 00:00:00-04:00,48.02979488372803
109,Communication Services,2015-06-10 00:00:00-04:00,48.431306219100954
110,Communication Services,2015-06-11 00:00:00-04:00,48.53507375717163
111,Communication Services,2015-06-12 00:00:00-04:00,48.27305793762207
112,Communication Services,2015-06-15 00:00:00-04:00,47.92613468170166
113,Communication Services,2015-06-16 00:00:00-04:00,48.1532874584198
114,Communication Services,2015-06-17 00:00:00-04:00,48.25180072784424
115,Communication Services,2015-06-18 00:00:00-04:00,48.627655267715454
116,Communication Services,2015-06-19 00:00:00-04:00,48.423525953292845
